"diffs","fileName","projectName","timestamp","action","params"
"[{\"type\":\"INSERT\",\"position\":0,\"text\":\"import java.awt.Color;\\nimport java.awt.Toolkit;\\nimport java.awt.image.BufferedImage;\\nimport java.util.concurrent.*;\\nimport java.awt.image.BufferedImage;\\nimport java.awt.image.BufferedImage;\\n\\npublic class Main {\\n\\n    private static void foo() {\\n    }\\n\\n    public static void main(String[] args) {\\n        System.out.println(\\\"lknsf;lkna;sdknba\\\");\\n        System.out.println(\\\"aslknv;alsknva;lsknv;alkdsnv\\\");\\n        System.out.println(dslknsldkfn);\\n                \\n}\\n}\"}]","Main.java","_1","1558890686455","","{\"BACKGROUND_G\":\"255\",\"FONT_SIZE\":\"16\",\"FONT_NAME\":\"Menlo\",\"MOUSE_LINE\":\"48\",\"MOUSE_COLUMN\":\"13\",\"BACKGROUND_R\":\"255\",\"BACKGROUND_B\":\"255\"}"
"[{\"type\":\"INSERT\",\"position\":446,\"text\":\"\\n\"},{\"type\":\"DELETE\",\"position\":450,\"text\":\"            \\n\"}]","Main.java","_1","1558890687267","EditorPaste","{\"BACKGROUND_G\":\"255\",\"FONT_SIZE\":\"16\",\"FONT_NAME\":\"Menlo\",\"MOUSE_LINE\":\"0\",\"MOUSE_COLUMN\":\"16\",\"BACKGROUND_R\":\"255\",\"BACKGROUND_B\":\"255\"}"
"[{\"type\":\"INSERT\",\"position\":451,\"text\":\"    System.out.println(\\\"aslknv;alsknva;lsknv;alkdsnv\\\");\\n        System.out.println(dslknsldkfn);\\n\\n    \"}]","Main.java","_1","1558890687498","EditorPaste","{\"BACKGROUND_G\":\"255\",\"FONT_SIZE\":\"16\",\"FONT_NAME\":\"Menlo\",\"MOUSE_LINE\":\"0\",\"MOUSE_COLUMN\":\"19\",\"BACKGROUND_R\":\"255\",\"BACKGROUND_B\":\"255\"}"
"[{\"type\":\"INSERT\",\"position\":553,\"text\":\"    System.out.println(\\\"aslknv;alsknva;lsknv;alkdsnv\\\");\\n        System.out.println(dslknsldkfn);\\n\\n    \"}]","Main.java","_1","1558890687606","EditorPaste","{\"BACKGROUND_G\":\"255\",\"FONT_SIZE\":\"16\",\"FONT_NAME\":\"Menlo\",\"MOUSE_LINE\":\"0\",\"MOUSE_COLUMN\":\"22\",\"BACKGROUND_R\":\"255\",\"BACKGROUND_B\":\"255\"}"
"[{\"type\":\"INSERT\",\"position\":655,\"text\":\"    System.out.println(\\\"aslknv;alsknva;lsknv;alkdsnv\\\");\\n        System.out.println(dslknsldkfn);\\n\\n    \"}]","Main.java","_1","1558890687756","EditorPaste","{\"BACKGROUND_G\":\"255\",\"FONT_SIZE\":\"16\",\"FONT_NAME\":\"Menlo\",\"MOUSE_LINE\":\"0\",\"MOUSE_COLUMN\":\"25\",\"BACKGROUND_R\":\"255\",\"BACKGROUND_B\":\"255\"}"
"[{\"type\":\"INSERT\",\"position\":757,\"text\":\"    System.out.println(\\\"aslknv;alsknva;lsknv;alkdsnv\\\");\\n        System.out.println(dslknsldkfn);\\n\\n    \"}]","Main.java","_1","1558890687986","EditorPaste","{\"BACKGROUND_G\":\"255\",\"FONT_SIZE\":\"16\",\"FONT_NAME\":\"Menlo\",\"MOUSE_LINE\":\"0\",\"MOUSE_COLUMN\":\"28\",\"BACKGROUND_R\":\"255\",\"BACKGROUND_B\":\"255\"}"
"[{\"type\":\"INSERT\",\"position\":859,\"text\":\"    System.out.println(\\\"aslknv;alsknva;lsknv;alkdsnv\\\");\\n        System.out.println(dslknsldkfn);\\n\\n    \"}]","Main.java","_1","1558890688468","EditorPaste","{\"BACKGROUND_G\":\"255\",\"FONT_SIZE\":\"16\",\"FONT_NAME\":\"Menlo\",\"MOUSE_LINE\":\"0\",\"MOUSE_COLUMN\":\"31\",\"BACKGROUND_R\":\"255\",\"BACKGROUND_B\":\"255\"}"
"[{\"type\":\"INSERT\",\"position\":961,\"text\":\"    System.out.println(\\\"aslknv;alsknva;lsknv;alkdsnv\\\");\\n        System.out.println(dslknsldkfn);\\n\\n    \"}]","Main.java","_1","1558890688550","EditorPaste","{\"BACKGROUND_G\":\"255\",\"FONT_SIZE\":\"16\",\"FONT_NAME\":\"Menlo\",\"MOUSE_LINE\":\"0\",\"MOUSE_COLUMN\":\"34\",\"BACKGROUND_R\":\"255\",\"BACKGROUND_B\":\"255\"}"
"[{\"type\":\"INSERT\",\"position\":1063,\"text\":\"    System.out.println(\\\"aslknv;alsknva;lsknv;alkdsnv\\\");\\n        System.out.println(dslknsldkfn);\\n\\n    \"}]","Main.java","_1","1558890688631","EditorPaste","{\"BACKGROUND_G\":\"255\",\"FONT_SIZE\":\"16\",\"FONT_NAME\":\"Menlo\",\"MOUSE_LINE\":\"0\",\"MOUSE_COLUMN\":\"37\",\"BACKGROUND_R\":\"255\",\"BACKGROUND_B\":\"255\"}"
"[{\"type\":\"INSERT\",\"position\":1165,\"text\":\"    System.out.println(\\\"aslknv;alsknva;lsknv;alkdsnv\\\");\\n        System.out.println(dslknsldkfn);\\n\\n    \"}]","Main.java","_1","1558890688714","EditorPaste","{\"BACKGROUND_G\":\"255\",\"FONT_SIZE\":\"16\",\"FONT_NAME\":\"Menlo\",\"MOUSE_LINE\":\"0\",\"MOUSE_COLUMN\":\"40\",\"BACKGROUND_R\":\"255\",\"BACKGROUND_B\":\"255\"}"
"[{\"type\":\"INSERT\",\"position\":1267,\"text\":\"    System.out.println(\\\"aslknv;alsknva;lsknv;alkdsnv\\\");\\n        System.out.println(dslknsldkfn);\\n\\n    \"}]","Main.java","_1","1558890688812","EditorPaste","{\"BACKGROUND_G\":\"255\",\"FONT_SIZE\":\"16\",\"FONT_NAME\":\"Menlo\",\"MOUSE_LINE\":\"0\",\"MOUSE_COLUMN\":\"43\",\"BACKGROUND_R\":\"255\",\"BACKGROUND_B\":\"255\"}"
"[{\"type\":\"INSERT\",\"position\":1369,\"text\":\"    System.out.println(\\\"aslknv;alsknva;lsknv;alkdsnv\\\");\\n        System.out.println(dslknsldkfn);\\n\\n    \"}]","Main.java","_1","1558890688912","EditorPaste","{\"BACKGROUND_G\":\"255\",\"FONT_SIZE\":\"16\",\"FONT_NAME\":\"Menlo\",\"MOUSE_LINE\":\"0\",\"MOUSE_COLUMN\":\"46\",\"BACKGROUND_R\":\"255\",\"BACKGROUND_B\":\"255\"}"
"[{\"type\":\"INSERT\",\"position\":1471,\"text\":\"    System.out.println(\\\"aslknv;alsknva;lsknv;alkdsnv\\\");\\n        System.out.println(dslknsldkfn);\\n\\n    \"}]","Main.java","_1","1558890689000","EditorPaste","{\"BACKGROUND_G\":\"255\",\"FONT_SIZE\":\"16\",\"FONT_NAME\":\"Menlo\",\"MOUSE_LINE\":\"0\",\"MOUSE_COLUMN\":\"49\",\"BACKGROUND_R\":\"255\",\"BACKGROUND_B\":\"255\"}"
"[{\"type\":\"INSERT\",\"position\":1573,\"text\":\"    System.out.println(\\\"aslknv;alsknva;lsknv;alkdsnv\\\");\\n        System.out.println(dslknsldkfn);\\n\\n    \"}]","Main.java","_1","1558890689075","EditorPaste","{\"BACKGROUND_G\":\"255\",\"FONT_SIZE\":\"16\",\"FONT_NAME\":\"Menlo\",\"MOUSE_LINE\":\"0\",\"MOUSE_COLUMN\":\"52\",\"BACKGROUND_R\":\"255\",\"BACKGROUND_B\":\"255\"}"
"[{\"type\":\"INSERT\",\"position\":1675,\"text\":\"    System.out.println(\\\"aslknv;alsknva;lsknv;alkdsnv\\\");\\n        System.out.println(dslknsldkfn);\\n\\n    \"}]","Main.java","_1","1558890689293","EditorPaste","{\"BACKGROUND_G\":\"255\",\"FONT_SIZE\":\"16\",\"FONT_NAME\":\"Menlo\",\"MOUSE_LINE\":\"0\",\"MOUSE_COLUMN\":\"55\",\"BACKGROUND_R\":\"255\",\"BACKGROUND_B\":\"255\"}"
"[{\"type\":\"INSERT\",\"position\":1777,\"text\":\"    System.out.println(\\\"aslknv;alsknva;lsknv;alkdsnv\\\");\\n        System.out.println(dslknsldkfn);\\n\\n    \"}]","Main.java","_1","1558890689323","EditorPaste","{\"BACKGROUND_G\":\"255\",\"FONT_SIZE\":\"16\",\"FONT_NAME\":\"Menlo\",\"MOUSE_LINE\":\"0\",\"MOUSE_COLUMN\":\"58\",\"BACKGROUND_R\":\"255\",\"BACKGROUND_B\":\"255\"}"
"[{\"type\":\"INSERT\",\"position\":1879,\"text\":\"    System.out.println(\\\"aslknv;alsknva;lsknv;alkdsnv\\\");\\n        System.out.println(dslknsldkfn);\\n\\n    \"}]","Main.java","_1","1558890689379","EditorPaste","{\"BACKGROUND_G\":\"255\",\"FONT_SIZE\":\"16\",\"FONT_NAME\":\"Menlo\",\"MOUSE_LINE\":\"0\",\"MOUSE_COLUMN\":\"61\",\"BACKGROUND_R\":\"255\",\"BACKGROUND_B\":\"255\"}"
"[{\"type\":\"INSERT\",\"position\":1981,\"text\":\"    System.out.println(\\\"aslknv;alsknva;lsknv;alkdsnv\\\");\\n        System.out.println(dslknsldkfn);\\n\\n    \"}]","Main.java","_1","1558890689444","EditorPaste","{\"BACKGROUND_G\":\"255\",\"FONT_SIZE\":\"16\",\"FONT_NAME\":\"Menlo\",\"MOUSE_LINE\":\"0\",\"MOUSE_COLUMN\":\"64\",\"BACKGROUND_R\":\"255\",\"BACKGROUND_B\":\"255\"}"
"[{\"type\":\"INSERT\",\"position\":2083,\"text\":\"    System.out.println(\\\"aslknv;alsknva;lsknv;alkdsnv\\\");\\n        System.out.println(dslknsldkfn);\\n\\n    \"}]","Main.java","_1","1558890689509","EditorPaste","{\"BACKGROUND_G\":\"255\",\"FONT_SIZE\":\"16\",\"FONT_NAME\":\"Menlo\",\"MOUSE_LINE\":\"0\",\"MOUSE_COLUMN\":\"67\",\"BACKGROUND_R\":\"255\",\"BACKGROUND_B\":\"255\"}"
"[{\"type\":\"INSERT\",\"position\":2185,\"text\":\"    System.out.println(\\\"aslknv;alsknva;lsknv;alkdsnv\\\");\\n        System.out.println(dslknsldkfn);\\n\\n    \"}]","Main.java","_1","1558890689568","EditorPaste","{\"BACKGROUND_G\":\"255\",\"FONT_SIZE\":\"16\",\"FONT_NAME\":\"Menlo\",\"MOUSE_LINE\":\"0\",\"MOUSE_COLUMN\":\"70\",\"BACKGROUND_R\":\"255\",\"BACKGROUND_B\":\"255\"}"
"[{\"type\":\"INSERT\",\"position\":2287,\"text\":\"    System.out.println(\\\"aslknv;alsknva;lsknv;alkdsnv\\\");\\n        System.out.println(dslknsldkfn);\\n\\n    \"}]","Main.java","_1","1558890689855","EditorPaste","{\"BACKGROUND_G\":\"255\",\"FONT_SIZE\":\"16\",\"FONT_NAME\":\"Menlo\",\"MOUSE_LINE\":\"0\",\"MOUSE_COLUMN\":\"73\",\"BACKGROUND_R\":\"255\",\"BACKGROUND_B\":\"255\"}"
"[{\"type\":\"INSERT\",\"position\":2389,\"text\":\"    System.out.println(\\\"aslknv;alsknva;lsknv;alkdsnv\\\");\\n        System.out.println(dslknsldkfn);\\n\\n    \"}]","Main.java","_1","1558890689882","EditorPaste","{\"BACKGROUND_G\":\"255\",\"FONT_SIZE\":\"16\",\"FONT_NAME\":\"Menlo\",\"MOUSE_LINE\":\"0\",\"MOUSE_COLUMN\":\"76\",\"BACKGROUND_R\":\"255\",\"BACKGROUND_B\":\"255\"}"
"[{\"type\":\"INSERT\",\"position\":2491,\"text\":\"    System.out.println(\\\"aslknv;alsknva;lsknv;alkdsnv\\\");\\n        System.out.println(dslknsldkfn);\\n\\n    \"}]","Main.java","_1","1558890689935","EditorPaste","{\"BACKGROUND_G\":\"255\",\"FONT_SIZE\":\"16\",\"FONT_NAME\":\"Menlo\",\"MOUSE_LINE\":\"0\",\"MOUSE_COLUMN\":\"79\",\"BACKGROUND_R\":\"255\",\"BACKGROUND_B\":\"255\"}"
"[{\"type\":\"INSERT\",\"position\":2593,\"text\":\"    System.out.println(\\\"aslknv;alsknva;lsknv;alkdsnv\\\");\\n        System.out.println(dslknsldkfn);\\n\\n    \"}]","Main.java","_1","1558890689960","EditorPaste","{\"BACKGROUND_G\":\"255\",\"FONT_SIZE\":\"16\",\"FONT_NAME\":\"Menlo\",\"MOUSE_LINE\":\"0\",\"MOUSE_COLUMN\":\"82\",\"BACKGROUND_R\":\"255\",\"BACKGROUND_B\":\"255\"}"
